epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1706.76,0.91598,0.63935,1.17874,0.87669,0.90346,0.92977,0.65299,1.08513,0.59381,1.47363,0.0005348,0.0005348,0.0005348
187,1715.74,0.91385,0.57474,1.21274,0.88855,0.87845,0.9309,0.6594,1.04953,0.59468,1.4451,0.00052688,0.00052688,0.00052688
188,1724.76,0.9345,0.63682,1.28385,0.90085,0.90358,0.93501,0.66621,1.04134,0.58878,1.44953,0.00051896,0.00051896,0.00051896
189,1733.74,0.83348,0.53995,1.2203,0.8779,0.9116,0.93478,0.66153,1.06156,0.58307,1.45108,0.00051104,0.00051104,0.00051104
190,1742.85,0.81651,0.52375,1.24667,0.8786,0.89503,0.93641,0.65589,1.07952,0.58093,1.45625,0.00050312,0.00050312,0.00050312
191,1751.7,0.7875,0.50229,1.1387,0.9061,0.90633,0.95214,0.65879,1.06413,0.58688,1.47591,0.0004952,0.0004952,0.0004952
192,1760.59,0.93588,0.64309,1.25981,0.88193,0.90794,0.95581,0.65975,1.0439,0.58143,1.44067,0.00048728,0.00048728,0.00048728
193,1769.85,0.82565,0.51838,1.18902,0.87205,0.90375,0.94708,0.66694,1.02355,0.56242,1.45245,0.00047936,0.00047936,0.00047936
194,1778.85,0.87552,0.66555,1.24407,0.88079,0.9116,0.94867,0.67353,1.01248,0.57003,1.4302,0.00047144,0.00047144,0.00047144
195,1787.99,0.82792,0.51797,1.15685,0.88986,0.89278,0.93296,0.66751,1.03199,0.58085,1.46321,0.00046352,0.00046352,0.00046352
196,1797.31,0.8891,0.59355,1.25948,0.86125,0.9116,0.94092,0.66605,1.03268,0.58239,1.44738,0.0004556,0.0004556,0.0004556
197,1806.56,0.84307,0.5362,1.16015,0.8775,0.91023,0.92862,0.65872,1.03056,0.57861,1.43303,0.00044768,0.00044768,0.00044768
198,1815.6,0.87605,0.59713,1.26758,0.87851,0.91886,0.95347,0.66898,1.04814,0.58759,1.42042,0.00043976,0.00043976,0.00043976
199,1824.95,0.90443,0.59351,1.21249,0.89422,0.90608,0.94129,0.66819,1.0407,0.56979,1.45293,0.00043184,0.00043184,0.00043184
200,1834.17,0.8344,0.50451,1.22641,0.89154,0.90055,0.93213,0.66255,1.06314,0.57271,1.46253,0.00042392,0.00042392,0.00042392
201,1843.15,0.84619,0.57169,1.20043,0.87364,0.88398,0.94163,0.67231,1.04348,0.56137,1.45412,0.000416,0.000416,0.000416
202,1852.01,0.83346,0.50574,1.16677,0.88953,0.88972,0.94079,0.66753,1.05967,0.57106,1.48365,0.00040808,0.00040808,0.00040808
203,1861.07,0.86534,0.5078,1.21266,0.88873,0.88256,0.94065,0.67519,1.05455,0.56447,1.45484,0.00040016,0.00040016,0.00040016
204,1870.15,0.7957,0.56602,1.09712,0.88825,0.87293,0.93615,0.67069,1.03034,0.58284,1.44515,0.00039224,0.00039224,0.00039224
205,1879.29,0.83096,0.49717,1.19023,0.88673,0.8895,0.93874,0.67497,1.04521,0.59159,1.44451,0.00038432,0.00038432,0.00038432
206,1888.46,0.91706,0.61851,1.35089,0.84431,0.8895,0.93099,0.67349,1.04389,0.59623,1.46953,0.0003764,0.0003764,0.0003764
207,1897.36,0.80153,0.48279,1.09657,0.88295,0.87519,0.93608,0.67009,1.04396,0.59293,1.45658,0.00036848,0.00036848,0.00036848
208,1906.33,0.83998,0.54291,1.24774,0.84008,0.89973,0.929,0.65816,1.05302,0.59352,1.48453,0.00036056,0.00036056,0.00036056
209,1915.29,0.86032,0.57633,1.24022,0.88746,0.87139,0.92656,0.65732,1.05276,0.57919,1.48283,0.00035264,0.00035264,0.00035264
210,1924.34,0.84032,0.51294,1.20102,0.87449,0.88541,0.92337,0.65333,1.04786,0.59388,1.47177,0.00034472,0.00034472,0.00034472
211,1933.54,0.89083,0.54564,1.23747,0.85236,0.88398,0.92221,0.6597,1.06037,0.5948,1.48288,0.0003368,0.0003368,0.0003368
212,1942.91,0.73997,0.48013,1.05047,0.8684,0.89503,0.9274,0.66965,1.05937,0.57148,1.49047,0.00032888,0.00032888,0.00032888
213,1952.41,0.85165,0.63706,1.22727,0.89657,0.8895,0.93773,0.66835,1.06456,0.58472,1.49129,0.00032096,0.00032096,0.00032096
214,1961.58,0.84138,0.49646,1.17099,0.88345,0.87944,0.92111,0.66223,1.03054,0.58438,1.46315,0.00031304,0.00031304,0.00031304
215,1970.5,0.8175,0.46821,1.22838,0.86424,0.91713,0.93942,0.66401,1.02178,0.58724,1.43251,0.00030512,0.00030512,0.00030512
216,1979.79,0.74598,0.53382,1.14176,0.86755,0.91713,0.94404,0.66158,1.02254,0.58043,1.43504,0.0002972,0.0002972,0.0002972
217,1989.14,0.89771,0.61883,1.27991,0.88617,0.91713,0.94619,0.65877,1.05549,0.57156,1.46557,0.00028928,0.00028928,0.00028928
218,1998.4,0.74531,0.55958,1.17337,0.87568,0.90608,0.93032,0.65928,1.03458,0.56788,1.49597,0.00028136,0.00028136,0.00028136
219,2007.59,0.79781,0.5075,1.22509,0.86753,0.90452,0.94141,0.6634,1.0439,0.5674,1.49207,0.00027344,0.00027344,0.00027344
220,2040.21,0.86052,0.47558,1.20256,0.90596,0.85164,0.93491,0.65765,1.06105,0.58256,1.48321,0.00026552,0.00026552,0.00026552
221,2049.37,0.78644,0.47248,1.1516,0.87454,0.88582,0.92979,0.66129,1.04946,0.57403,1.47257,0.0002576,0.0002576,0.0002576
222,2058.76,0.92925,0.55783,1.24179,0.89158,0.90055,0.9457,0.66728,1.05065,0.57241,1.45502,0.00024968,0.00024968,0.00024968
223,2067.75,0.83404,0.48093,1.18432,0.88675,0.90845,0.94524,0.66704,1.0451,0.56616,1.46361,0.00024176,0.00024176,0.00024176
224,2076.93,0.85346,0.51852,1.23367,0.88095,0.89941,0.93446,0.66239,1.04919,0.56549,1.4709,0.00023384,0.00023384,0.00023384
225,2086.1,0.80514,0.51816,1.25001,0.88716,0.90055,0.94459,0.66475,1.05415,0.56555,1.46466,0.00022592,0.00022592,0.00022592
226,2094.99,0.82386,0.52041,1.19055,0.88587,0.90055,0.93277,0.6655,1.03883,0.57974,1.46288,0.000218,0.000218,0.000218
227,2104.2,0.79466,0.46673,1.15591,0.87296,0.89503,0.93199,0.67075,1.03685,0.58191,1.44423,0.00021008,0.00021008,0.00021008
228,2113.32,0.74186,0.44468,1.1577,0.88558,0.89796,0.93197,0.66419,1.06808,0.57456,1.45216,0.00020216,0.00020216,0.00020216
229,2122.26,0.7612,0.444,1.20409,0.89062,0.8997,0.93067,0.65602,1.04346,0.5634,1.47453,0.00019424,0.00019424,0.00019424
230,2131.2,0.8689,0.61571,1.20791,0.86047,0.88587,0.93282,0.66547,1.05616,0.56647,1.46218,0.00018632,0.00018632,0.00018632
231,2140.36,0.87441,0.51114,1.27544,0.88311,0.8766,0.93301,0.6661,1.03228,0.56976,1.45622,0.0001784,0.0001784,0.0001784
232,2149.36,0.84324,0.50182,1.21272,0.88104,0.89503,0.9359,0.66461,1.05373,0.56123,1.46049,0.00017048,0.00017048,0.00017048
233,2158.15,0.86472,0.52967,1.23654,0.882,0.89503,0.93102,0.66399,1.03925,0.56592,1.46761,0.00016256,0.00016256,0.00016256
234,2167.17,0.79638,0.48579,1.12344,0.89239,0.89503,0.93527,0.6673,1.04896,0.56009,1.45989,0.00015464,0.00015464,0.00015464
235,2176.35,0.77705,0.48905,1.12707,0.88926,0.90055,0.93106,0.65954,1.04416,0.56299,1.46383,0.00014672,0.00014672,0.00014672
236,2185.61,0.70643,0.42903,1.09544,0.89041,0.89775,0.93361,0.66175,1.05673,0.56122,1.47493,0.0001388,0.0001388,0.0001388
237,2194.69,0.81631,0.49647,1.11467,0.89498,0.89456,0.92991,0.65885,1.06793,0.56127,1.50196,0.00013088,0.00013088,0.00013088
238,2203.57,0.74119,0.49932,1.14325,0.88732,0.8895,0.92985,0.65761,1.05858,0.57524,1.4951,0.00012296,0.00012296,0.00012296
239,2212.82,0.78453,0.50431,1.1669,0.89227,0.89503,0.93979,0.6618,1.04589,0.56721,1.47718,0.00011504,0.00011504,0.00011504
240,2222.24,0.79267,0.50508,1.21351,0.87525,0.89152,0.92639,0.65706,1.04616,0.58816,1.46553,0.00010712,0.00010712,0.00010712
241,2232.54,0.74663,0.45559,1.13473,0.88418,0.88571,0.92593,0.65141,1.0575,0.58097,1.48103,9.92e-05,9.92e-05,9.92e-05
242,2241.7,0.74335,0.45809,1.10902,0.88449,0.88398,0.92064,0.65057,1.05627,0.57316,1.496,9.128e-05,9.128e-05,9.128e-05
243,2251,0.76061,0.47137,1.16759,0.88234,0.8701,0.92203,0.65215,1.03895,0.57967,1.46618,8.336e-05,8.336e-05,8.336e-05
244,2260.03,0.8327,0.45332,1.2254,0.89245,0.90055,0.93659,0.64957,1.03948,0.58222,1.46341,7.544e-05,7.544e-05,7.544e-05
245,2268.95,0.74281,0.44517,1.18119,0.89046,0.89828,0.93494,0.64924,1.04974,0.59098,1.4772,6.752e-05,6.752e-05,6.752e-05
246,2277.95,0.73582,0.43335,1.20077,0.88607,0.8895,0.92285,0.6566,1.05478,0.58355,1.48923,5.96e-05,5.96e-05,5.96e-05
247,2286.86,0.74719,0.46219,1.13251,0.88686,0.89503,0.93555,0.65774,1.04925,0.59155,1.46937,5.168e-05,5.168e-05,5.168e-05
248,2295.94,0.72585,0.419,1.12173,0.89046,0.89823,0.93536,0.65674,1.04801,0.59167,1.47357,4.376e-05,4.376e-05,4.376e-05
249,2305.11,0.76062,0.40791,1.20949,0.88983,0.8895,0.92784,0.65595,1.05462,0.58005,1.48697,3.584e-05,3.584e-05,3.584e-05
250,2314.19,0.7361,0.41281,1.11911,0.88112,0.90088,0.92668,0.65033,1.06058,0.57508,1.49085,2.792e-05,2.792e-05,2.792e-05
